docId,subject,topic,question,optionA,optionB,optionC,optionD,currentAnswer,currentCorrectAnswer,explanation,verdict,action_needed
GOV-2019-021,Government,Human Evolution,Africa is regarded as the cradle of human civilization because,Africa is the largest continent,Early civilizations developed in Africa,The first set of human skeletons were discovered in Africa,Africa is the richest continent in both human and material resources,C,B,"Paleoanthropological evidence, such as the discovery of early hominid fossils, points to Africa as the origin of humanity.",C,
GOV-2019-031,Government,Nigerian Government and Politics,The three political parties registered by INEC to contest the 1999 elections were,"PDP, APP, AD","PDP, ANPP, APC","PDP, ANPP, AD","PDP, CAN, AD",A,C,"The three parties registered for the 1999 transition elections were the People's Democratic Party (PDP), All People's Party (APP), and Alliance for Democracy (AD).",A,
GOV-2019-115,Government,Nigerian Government and Politics,Three political parties registered by INEC for the 1999 elections were,"PDP, ANPP, APC","APP, PDP, AD","PDP, ANPP, AD","PDP, CAN, AD",B,C,"The three parties registered for the 1999 general elections were the People's Democratic Party (PDP), All People's Party (APP), and Alliance for Democracy (AD).",B,
GOV-2021-009,Government,Political Science Concepts,The concept of behaviouralism in political studies simply means the,application of science in the study of politics,study of political behaviour,study of voting behaviour of people in a state,study of individuals that live in a state,A,D,Behaviouralism emphasizes the use of scientific methods and empirical data in political analysis.,A,
GOV-2021-014,Government,Systems of Government,Parliamentary supremacy exists in,Britain.,France.,Austria.,Belgium.,A,C,Parliamentary sovereignty (or supremacy) is a fundamental principle of the British constitution.,A,
GOV-2021-036,Government,Government,The following are sources of a constitution EXCEPT,precedents.,conventions.,customs.,nationalism.,D,B,"Nationalism is a political ideology or sentiment, whereas precedents, conventions, and customs are recognized legal and constitutional sources.",D,
GOV-2021-037,Government,Government,The structure of the civil service is based on,hierarchical organization.,vertical organization.,horizontal organization.,patronage organization.,A,B,"The civil service is structured hierarchically to ensure clear lines of authority, accountability, and chain of command.",A,
GOV-2025-047,Government,Nigerian Government,"The major reason advanced by General Babangida for the annulment of the June 12, 1993, presidential election was to",prevent a coup.,control ethnicity.,protect the military.,violate human rights.,C,A,The military regime claimed the annulment was necessary to protect the integrity of the judiciary and the military institution.,A,
IRS-2020-021,Islamic Religious Studies,Islamic Religious Studies - 2020,"In hadith literature, matn means",the actions recommended by the prophet.,the chain of authority.,what Prophet actually said.,the hadith of Al-Nawawi.,A,C,The correct answer is A: ,C,
LIT-2020-002,Literature in English,African Drama,Modern African plays are essentially concerned with,folklore and tradition.,economic and political struggles.,colonial and nationalist struggles.,cultural and religious debates.,B,C,Modern African drama typically focuses on post-colonial socio-political and economic challenges.,B,
LIT-2020-023,Literature in English,Literary Devices,The poetic device used in line 5 is called,Hyperbole,Symbolism,Simile,Metaphor,B,D,"In the context of the poem 'To the Virgins, to Make Much of Time', the rose-buds symbolize youth and beauty.",B,
LIT-2020-035,Literature in English,Tone and Mood,The poem above is,sarcastic.,ironic.,angry.,patronizing.,A,B,"The speaker uses biting, mocking language to challenge the romanticized view of the snow, which is characteristic of sarcasm.",A,
LIT-2022-001,Literature in English,Drama,The ‘pleasure principle’ of drama is closely associated with,didacticism,aestheticism,realism,naturalism,B,A,"Aestheticism in drama emphasizes art for art's sake, focusing on the pleasure and beauty of the work rather than moral instruction (didacticism).",B,
LIT-2022-002,Literature in English,Drama,Theatre-in-the-round essentially involves the stage and the,actors,director,auditorium,producer,C,A,Theatre-in-the-round is a stage configuration where the audience sits on all sides of the acting area.,C,
LIT-2022-011,Literature in English,Origin of Drama,Which of the following terms is NOT associated with the origin of drama?,Imitation,Impersonation,Re-presentation,Scarification,D,B,"Imitation, impersonation, and re-presentation are core elements of dramatic performance, whereas scarification is a body modification practice.",D,
LIT-2022-013,Literature in English,Drama,The following terms can be used for theatre-in-the-round EXCEPT,arena,open air,auditorium,thrust,C,A,"Theatre-in-the-round is a stage positioned at the center of the audience. An auditorium is a general term for the seating area, not a specific stage configuration like arena or thrust.",C,
LIT-2022-017,Literature in English,Literary Terms,"In Literature, a flat character is",one-dimensional.,two-dimensional.,multi-dimensional.,non-dimensional.,A,C,A flat character is an uncomplicated character who does not change throughout the course of a work.,A,
LIT-2022-019,Literature in English,Introduction to Literature,Literature differs significantly from other forms of writing because of its reliance on,ideas.,imagination.,logic.,reasoning.,B,A,Literature is primarily defined by its creative and imaginative use of language.,B,
LIT-2022-028,Literature in English,Poetry,"A poem that praises an individual, ideas, or events is",ode,lyric,epic,ballad,A,B,"An ode is a formal, often ceremonious lyric poem that addresses and celebrates a person, place, thing, or idea.",A,
LIT-2022-034,Literature in English,Poetry,The poem describes,swaying,wrestling,dancing,stalking,C,A,The mention of 'frantic drums' and 'frenetic flutes' clearly describes a dance performance.,C,
LIT-2022-035,Literature in English,Poetry,The atmosphere of the poem is one of,excitement,melancholy,indifference,suspicion,A,B,The use of words like 'frantic' and 'frenetic' conveys an energetic and exciting atmosphere.,A,
LIT-2024-015,Literature in English,Literary Analysis,"""I find no peace; and all my war is done;
I fear and hope; I burn and freeze in ice.""
The excerpt above exemplifies the use of",refrain.,antithesis.,oxymoron.,irony.,A,D,"This is from Petrarch's sonnet (Wyatt translation). The line pairs directly opposing ideas (peace/war, fear/hope, burn/freeze) in parallel balanced structure across the whole line — this is the defining feature of antithesis. Oxymoron would instead be a single compressed contradictory phrase (e.g. 'burning ice'), not a series of balanced opposing clauses.",B,
LIT-2025-001,Literature in English,Literary Devices,"Read the following excerpt from Othello (Act 4, Scene 3) and answer the question:
""My mother had a maid call'd Barbara: / She was in love; and he she lov'd prov'd mad / And did forsake her. She had a song of willow / And old thing 'twas, but it express'd her fortune / And she died singing it. That song tonight, / Will not go from my mind; I have much to do / But to go hang my head all at one side / And sing it like poor Barbary, pr'ythee dispatch.""
The whole excerpt exemplifies the use of",anecdote.,short story.,allegory.,proverb.,A,C,"Desdemona recounts a brief, self-contained story about a specific person from her past (her mother's maid Barbara) to explain her own state of mind. A short, personal narrative told in passing like this is the definition of an anecdote, not a short story (too brief, not a standalone crafted narrative), allegory (no symbolic/extended metaphor), or proverb (not a traditional saying).",A,
LIT-2025-002,Literature in English,Drama (Othello),"Read the following excerpt from Othello (Act 4, Scene 3) and answer the question:
""My mother had a maid call'd Barbara: / She was in love; and he she lov'd prov'd mad / And did forsake her. She had a song of willow / And old thing 'twas, but it express'd her fortune / And she died singing it. That song tonight, / Will not go from my mind; I have much to do / But to go hang my head all at one side / And sing it like poor Barbary, pr'ythee dispatch.""
The speaker in this excerpt is",Othello.,Emilia.,Desdemona.,Iago.,A,D,"This is the 'willow song' passage from Act 4, Scene 3, spoken by Desdemona to Emilia the night before her death.",C,
LIT-2025-003,Literature in English,Drama (Othello),"Read the following excerpt from Othello (Act 4, Scene 3) and answer the question:
""My mother had a maid call'd Barbara: / She was in love; and he she lov'd prov'd mad / And did forsake her. She had a song of willow / And old thing 'twas, but it express'd her fortune / And she died singing it. That song tonight, / Will not go from my mind; I have much to do / But to go hang my head all at one side / And sing it like poor Barbary, pr'ythee dispatch.""
The speaker is discussing with",Iago.,Roderigo.,Emilia.,Othello.,A,C,"This is the 'willow song' passage from Act 4, Scene 3. Desdemona is speaking to Emilia as she prepares for bed, the night before her death.",C,
LIT-2025-027,Literature in English,Poetry,"Use the extract below to answer the question:
""It's the intent and business of the stage, / To copy out the follies of the age, / To hold to everyman a faithful glass, / And show him of what species he's, an ass.""
(John Vanbrugh, ""The Provoked Wife"")
What poetic structure is the above excerpt?",Sonnet.,Couplet.,Quatrain.,Stanza.,A,C,"The excerpt rhymes AABB (stage/age, glass/ass) — sequential rhyming pairs, i.e. couplets, rather than the alternating or enclosed rhyme pattern (ABAB/ABBA) that defines a quatrain.",B,
LIT-2025-034,Literature in English,Poetry Analysis,"Read the excerpt from Housman's ""To an Athlete Dying Young"" and answer the question:
""Today, the road all runners come, / Shoulder-high we bring you home, / And set you at your threshold down, / Townsman of a stiller town.""
The second stanza above suggests",house launching.,burial.,celebration.,award.,A,B,"The stanza describes the athlete being carried 'shoulder-high' to be set down at his 'threshold' in 'a stiller town' — a funeral procession, deliberately echoing the earlier celebratory shoulder-carrying after his race win, now inverted into a burial.",B,
MAT-2019-003,Mathematics,Complex Numbers,Evaluate the conjugate of the complex number z = 1/(−1+i),(-1-i)/2,(-1+i)/2,-1-i,-1+i,A,B,z = 1/(-1+i) * (-1-i)/(-1-i) = (-1-i)/(1+1) = (-1-i)/2. The conjugate is (-1+i)/2. Note: The original question asked for the conjugate of z.,B,
MAT-2019-007,Mathematics,Partial Fractions,Which partial fraction form is equivalent to f(x)/((x²+1)(x−b)²)?,(Ax+B)/(x²+1)+C/(x−b)+D/(x−b)²,(Ax+B)/(x²+1)+C/(x−b),(Ax+B)/(x²+1)+(Cx+D)/(x−b)+(Ex+F)/(x−b)²,(Ax+B)/(x²+1)+C/(x−b)+D/(x−b),A,B,"The quadratic factor (x²+1) requires a linear numerator (Ax+B), and the repeated linear factor (x-b)² requires terms for both (x-b) and (x-b)².",A,
MAT-2019-009,Mathematics,Calculus,"ax²+bx+c=8 at x=1 and the derivative is 4x+2. Find a, b, and c respectively.","2,2,4","4,4,0","2,4,2","4,2,2",A,C,"f'(x)=2ax+b=4x+2, so a=2, b=2. f(1)=a+b+c=8 => 2+2+c=8 => c=4.",A,
MAT-2019-018,Mathematics,Calculus (Series Expansion),The Maclaurin series expansion for e⁻ˣ is given as:,1 - x + x²/2! - x³/3! + x⁴/4! - ...,1 + x + x²/2! + x³/3! + ...,1 - x + x²/2! - x³/3! + x⁴/4! + ...,1 + x + x²/2! + x³/3! + x⁴/4! - ...,A,B,The expansion for eᵘ is 1 + u + u²/2! + u³/3! + ... Substituting u = -x gives 1 - x + x²/2! - x³/3! + ...,A,
MAT-2019-026,Mathematics,Vectors,"A(−5, −2, 3), B(−2, 5, 3), C(4, 5, 2). Find the scalar product of displacement vectors AB⃗ and BC⃗.",-42.0,-14.0,-18.0,-24.0,A,C,"AB⃗ = B - A = (3, 7, 0). BC⃗ = C - B = (6, 0, -1). Dot product = (3*6) + (7*0) + (0*-1) = 18 + 0 + 0 = 18. Note: The provided answer A (-42) is mathematically incorrect based on the coordinates; the correct result is 18.",C,
MAT-2019-031,Mathematics,Probability,A fair coin is tossed 5 times. Find the probability of obtaining at least 4 heads.,5/16,1/16,3/16,13/16,A,C,Using binomial distribution: P(X≥4) = P(X=4) + P(X=5) = (5C4 * 0.5^5) + (5C5 * 0.5^5) = 5/32 + 1/32 = 6/32 = 3/16. Note: The original answer key A (5/16) is incorrect; the correct answer is 3/16 (C).,C,
MAT-2020-007,Mathematics,Coordinate Geometry,"The end coordinates of the diameter of a circle are (3,2) and (9,6). Formulate the equation of the circle.",x² + y² − 12x − 8y + 39 = 0,x² + y² + 6x + 4y − 36 = 0,x² + y² − 6x − 4y + 39 = 0,x² + y² + 12x + 8y − 39 = 0,A,C,"Center = ((3+9)/2, (2+6)/2) = (6,4). Radius squared r² = (6-3)² + (4-2)² = 9+4 = 13. Equation: (x-6)² + (y-4)² = 13 => x²-12x+36 + y²-8y+16 = 13 => x²+y²-12x-8y+39=0.",A,
MAT-2020-011,Mathematics,Calculus,"If lim(x→c⁻) f(x) = l and lim(x→c) f(x) = m, then",l = m,l < m,l > m,l ≤ m,A,C,"For the limit of a function to exist at a point c, the left-hand limit and right-hand limit must be equal to the limit m.",A,
MAT-2020-013,Mathematics,Functions,"If f(x) = 3^(x-1), find f(x + 3) in terms of f(x).",27f(x),9f(x),81f(x),3f(x),A,D,f(x+3) = 3^((x+3)-1) = 3^(x+2) = 3^(x-1) * 3^3 = 27 * f(x).,A,
MAT-2020-015,Mathematics,Calculus (Integration),Determine the value of the integral ∫ from -2 to -1 of (1/x) dx.,log(1/2),log(2),log(-1) - log(-2),log(-1),A,B,∫(1/x)dx = ln|x|. Evaluated from -2 to -1: ln|-1| - ln|-2| = ln(1) - ln(2) = 0 - ln(2) = ln(1/2).,A,
MAT-2020-019,Mathematics,Calculus,Integrate 4^x with respect to x.,4^x / ln(4) + C,4^x * ln(4) + C,4^(x+1) / (x+1) + C,4^x / 4 + C,A,B,The integral of a^x is a^x / ln(a) + C.,A,
MAT-2020-032,Mathematics,Probability,"A problem of Statistics is given to students A, B and C whose chances of solving it are 1/2, 3/4 and 1/4 respectively. Determine the probability that the problem will be solved.",29/32,23/32,15/32,3/32,A,D,P(solved) = 1 - P(none solve) = 1 - (1/2 * 1/4 * 3/4) = 1 - 3/32 = 29/32.,A,
MAT-2020-038,Mathematics,Statistics,"Evaluate the correlation coefficient: n=5, Σx=15, Σy=10, Σxy=165, Σx²=325, Σy²=125.",-0.005,0.005,0.05,-0.05,A,D,"Using the formula r = [nΣxy - (Σx)(Σy)] / sqrt([nΣx² - (Σx)²][nΣy² - (Σy)²]), r = [5(165) - (15)(10)] / sqrt([5(325) - 15²][5(125) - 10²]) = [825 - 150] / sqrt([1625 - 225][625 - 100]) = 675 / sqrt(1400 * 525) = 675 / 857.32 = 0.787. Note: Given options do not match calculation; A is selected based on provided key.",UNCLEAR,"PULL FROM ROTATION - correlation coefficient computes to ~0.787, none of the 4 options are close; likely a typo in the source Sigma-xy value."
MAT-2022-002,Mathematics,Coordinate Geometry,The following curves are circles EXCEPT:,x² + y² - 2x + y = 0,x² + y² - x = 2,3x² + y² + 4x - 8y = 0,x² + y² - 4x - 6y - 3 = 0,C,B,"A circle equation must have equal coefficients for x² and y². Option C has coefficients 3 and 1, making it an ellipse.",C,
MAT-2022-010,Mathematics,Calculus,"Given y = e^{4x}, obtain the fourth derivative of y.",64e^{4x},128e^{4x},256e^{4x},512e^{4x},C,A,"The nth derivative of e^{ax} is a^n * e^{ax}. For n=4 and a=4, 4^4 = 256.",C,
MAT-2022-015,Mathematics,Probability,"Evaluate P(X = 5) when X ~ Bi(9, 0.3).",0.0735,0.901,0.74,0.0747,D,A,"Using binomial formula: 9C5 * (0.3)^5 * (0.7)^4 = 126 * 0.00243 * 0.2401 ≈ 0.0735, which rounds to 0.0747 in the provided options.",A,
MAT-2022-020,Mathematics,Vectors,"Find the angle B of triangle ABC where the position vectors of A, B, C are respectively 2i + 4k, 3i - 2j + 4k, 2i - j + k.",cos⁻¹(1/√10),cos⁻¹(1/√5),cos⁻¹(1/√2),cos⁻¹(1/10),A,C,"BA = A - B = (-i + 2j), BC = C - B = (-i + j - 3k). cos B = (BA·BC) / (|BA||BC|). Calculation yields 1/√10.",UNCLEAR,PULL FROM ROTATION - none of the 4 options match the computed answer (cosB=0.4045); likely a coordinate typo in the source question. Needs source review before re-activating.
MAT-2022-029,Mathematics,Calculus/Economics,"Suppose the demand function is given as x = f(p), where p0 is the initial price at x = 0 and p1 is the intersection of the demand function with the price axis. Which of the following represents the consumer surplus?",∫[0 to p1] f(p) dp,-∫ f(p) dp,∫[p0 to p1] f(p) dp,-∫[p0 to p1] f(p) dp,A,C,Consumer surplus is defined as the integral of the demand function from the current price to the price where demand becomes zero.,C,
MAT-2024-016,Mathematics,Statistics,Consider the measurement on yield and plant height of a paddy variety. The mean and standard deviation for yield are 50kg and 10kg respectively. The mean and standard deviation for plant height are 20cm and 5cm respectively. Which statement is correct regarding variation?,The yield is subject to more variation than plant height,The plant height is subject to more variation than yield,Neither yield nor plant height is subjected to variation,Both plant height and yield are subjected to the same amount of variation,B,A,"Coefficient of Variation (CV) = (SD/Mean) * 100. CV(Yield) = 10/50 = 0.2. CV(Height) = 5/20 = 0.25. Since 0.25 > 0.2, height has more relative variation.",B,
MAT-2024-017,Mathematics,Trigonometry,"If 5sin(θ) = 4 and θ is an acute angle, obtain the value of sin(θ) + 2cos(θ).",7/5,2/5,1/5,4/5,A,C,"sin(θ) = 4/5. Using sin²θ + cos²θ = 1, cos(θ) = 3/5. Then 4/5 + 2(3/5) = 4/5 + 6/5 = 10/5 = 2. Note: Original options were mathematically incorrect; corrected to reflect standard evaluation.",UNCLEAR,PULL FROM ROTATION - explanation's own computed result does not match any of the 4 options as written.
MAT-2024-028,Mathematics,Financial Mathematics,"Find the amount of money that must be invested now that will grow to N 8,000 in four years at 5% per annum compound interest.","N 6,581.62","N 5,816.62","N 8,561.62","N 6,585.62",A,D,P = A / (1 + r)^n = 8000 / (1.05)^4 = 8000 / 1.21550625 = 6581.62.,A,
MAT-2025-007,Mathematics,Calculus (Differentiation),The displacement function of a particle at time t ≥ 0 is given as S(t) = t³ – 3.5t² – 7t. When does the particle reach a velocity of 3m/s?,1 second,4/3 seconds,10/3 seconds,5 seconds,D,C,"v(t) = S'(t) = 3t² – 7t – 7. Setting 3t² – 7t – 7 = 3 gives 3t² – 7t – 10 = 0. Factoring (3t - 10)(t + 1) = 0. Since t ≥ 0, t = 10/3.",C,
MAT-2025-008,Mathematics,Coordinate Geometry,The equation of a circle is given as x² + y² - 4x + 2y - 4 = 0. Obtain the radius and the coordinates of the centre of the circle.,"3, (-1, 2)","3, (2, -1)","2√2, (2, -1)","2√2, (2, 1)",B,D,"Completing the square: (x-2)² + (y+1)² = 4 + 4 + 1 = 9. Radius = √9 = 3, Centre = (2, -1).",B,
MAT-2025-030,Mathematics,Dynamics,Two objects of masses 8kg and 6kg are attached to the ends of a light inextensible string that passes over a light frictionless pulley. The system is released from rest when the 8kg mass is 10m above the ground. Calculate the time taken for the 8kg mass to reach the ground.,√10,30√2,1/(60√2),1/(30√2),A,D,"Using a = g(m1-m2)/(m1+m2) = 10(8-6)/(8+6) = 20/14 = 10/7 m/s². Using s = 0.5at², 10 = 0.5(10/7)t², t² = 14, t = √14. Note: Original options provided were mathematically inconsistent with the physics problem.",UNCLEAR,PULL FROM ROTATION - explanation's own computed result does not match any of the 4 options as written.
MAT-2025-031,Mathematics,Algebra,"If the minimum value of the function y = x² + kx − 3 is −4, find the values of k.","k = 2, k = -2","k = 2, k = 1","k = -2, k = 1","k = -1, k = 1",A,D,"The minimum value occurs at x = -k/2. Substituting into y: (-k/2)² + k(-k/2) - 3 = -4. k²/4 - k²/2 = -1. -k²/4 = -1, k² = 4, k = ±2.",A,
MAT-2025-035,Mathematics,Set Theory,"Let A = {prime numbers less than 10}, B = {2x - 1 : 1 ≤ x ≤ 5} and U = {1, 2, 3, 4, 5, ..., 10}. Find (A ∪ B)ᶜ.","{3, 5, 7}","{1, 4, 6, 8, 10}","{1, 2, 4, 6, 8, 9, 10}","{4, 6, 8, 10}",B,D,"A={2,3,5,7}, B={1,3,5,7,9}. A∪B={1,2,3,5,7,9}. (A∪B)ᶜ = {4,6,8,10}.",D,
MAT-2025-039,Mathematics,Algebra,A rectangle has area 24m². Express the perimeter of the rectangle as a function of the length of one of its sides (L).,P = 2(L + 24/L),P = (2L² + 48)/L,P = (2L + 24)/L,P = (2L² + 24)/L,A,B,"Area = L × W = 24, so W = 24/L. Perimeter P = 2(L + W) = 2(L + 24/L).",A,
MAT-2025-040,Mathematics,Probability,Find the variance of a Bernoulli distribution with 2/3 probability of success.,2/9,4/9,4/3,2/3,A,D,Variance = p(1-p) = (2/3)(1/3) = 2/9.,A,
MAT-2025-044,Mathematics,Coordinate Geometry,For what value of k is the line 3x − ky = 5 perpendicular to the line 6x + 9y = 7?,-2,-9/2,-2/3,2,A,D,"Slopes m1 = 3/k and m2 = -6/9 = -2/3. For perpendicularity, m1*m2 = -1. (3/k)*(-2/3) = -1 => -2/k = -1 => k = 2. Wait, correcting answer: k=2 is D.",D,
PHY-2019-015,Physics,Heat and Thermodynamics,At what temperature are Fahrenheit and Celsius scales equal?,-40°C,0°C,40°C,180°C,A,B,"Using the formula F = 1.8C + 32, setting F = C gives C = 1.8C + 32, which results in -0.8C = 32, so C = -40.",A,
PHY-2019-019,Physics,Electromagnetic Waves,Arrange the following electromagnetic waves in order of increasing wavelength:,"Gamma rays, X-rays, infra-red, radio waves","Radio waves, infra-red, X-rays, gamma rays","Gamma rays, infra-red, X-rays, radio waves","Radio waves, X-rays, infra-red, gamma rays",A,B,The electromagnetic spectrum in order of increasing wavelength is: Gamma < X-ray < UV < Visible < Infra-red < Microwave < Radio.,A,
PHY-2019-032,Physics,Electromagnetism,"An electron moves in a circular path of radius r = 0.003 m with a velocity v = 10⁶ m/s. Find the uniform magnetic field B required (mass of electron = 9.11 × 10⁻³¹ kg, charge = 1.6 × 10⁻¹⁹ C).",1.90 × 10⁻³ T,5.69 × 10⁻³ T,5.69 × 10⁻² T,6.89 × 10⁻³ T,A,B,Using B = mv / qr = (9.11 × 10⁻³¹ × 10⁶) / (1.6 × 10⁻¹⁹ × 0.003) ≈ 1.898 × 10⁻³ T.,A,
PHY-2019-035,Physics,Electromagnetic Induction,A transformer with a turns ratio Nₚ/Nₛ = 1/4 has an input voltage Vrms = 120V and a 20Ω load. Find the maximum current through the load.,34 A,24 A,480 A,480√2 A,B,A,"Vₛ = (Nₛ/Nₚ) × Vₚ = 4 × 120V = 480V. I_rms = Vₛ/R = 480/20 = 24A. I_max = I_rms × √2 = 24√2 A. Note: The question asks for max current, but 24A is the RMS value. Given the options, 24A is the intended answer.",B,
PHY-2019-041,Physics,Nuclear Physics,"What is the correct order of deflection strength for alpha, beta, and gamma rays in a magnetic field?",beta > alpha > gamma,alpha > gamma > beta,alpha > beta > gamma,beta > gamma > alpha,A,C,"Deflection depends on charge-to-mass ratio. Beta particles (electrons) have the highest ratio, alpha particles have a lower ratio, and gamma rays have no charge and are undeflected.",A,
PHY-2020-018,Physics,Viscosity,A metal sphere of diameter 12 mm experiences a viscous force of 3.2 N at a terminal velocity of 8 ms⁻¹. What is the coefficient of viscosity? (Assume Stokes' Law F = 6πηrv),1.57 Ns/m²,2.81 Ns/m²,3.54 Ns/m²,4.42 Ns/m²,A,C,"r = 0.006 m. 3.2 = 6 × π × η × 0.006 × 8. η = 3.2 / (6 × π × 0.048) ≈ 3.2 / 0.9047 ≈ 3.54. Wait, recalculating: 3.2 / (6 * 3.14159 * 0.006 * 8) = 3.2 / 0.9047 = 3.537. The correct answer is C.",C,
PHY-2020-031,Physics,Thermal Physics,Which of the following are NOT properties of a suitable thermometric liquid?,I and II,I and III,II and III,IV and V,A,D,"This question refers to a missing diagram or list of properties. As the options are undefined, it is flagged as invalid.",UNCLEAR,PULL FROM ROTATION - references a missing diagram/property list; options are undefined without it.
PHY-2020-045,Physics,Photoelectric Effect,"Caesium work function is 2.5 × 10⁻¹⁸ J, illuminated by light of frequency 8.6 × 10¹⁵ Hz. Calculate the maximum kinetic energy. (h = 6.63 × 10⁻³⁴ J·s)",2.7 × 10⁻¹⁸ J,6.4 × 10⁻¹⁹ J,3.3 × 10⁻¹⁸ J,5.4 × 10⁻¹⁸ J,A,C,KE = hf - Φ = (6.63 × 10⁻³⁴ × 8.6 × 10¹⁵) - 2.5 × 10⁻¹⁸ = 5.70 × 10⁻¹⁸ - 2.5 × 10⁻¹⁸ = 3.2 × 10⁻¹⁸ J. Closest value is A.,C,
PHY-2021-007,Physics,Projectile Motion,A projectile 'C' is fired at an angle of 50° above the horizontal; a projectile 'D' is fired with the same speed at an angle of 40° above the horizontal. Assuming a level ground and negligible air resistance:,'C' will reach a greater height and have a greater range than 'D'.,'C' will reach a greater height and have the same range as 'D'.,'C' will reach a greater height and have a shorter range than 'D'.,'C' will reach the same height and have the same range as 'D'.,B,D,Higher angle gives greater height. Angles summing to 90° have equal ranges.,B,
PHY-2021-009,Physics,"Work, Energy and Power",A boy of mass 4 kg climbs a flight of stairs 20 m high in 30 seconds. Calculate the work done per second (power).,26.67 J/s,53.33 J/s,46.67 J/s,35.33 J/s,A,B,"Power = (m * g * h) / t = (4 * 9.8 * 20) / 30 = 784 / 30 = 26.13 J/s. Given the options, 26.67 is the intended answer based on g=10 m/s².",A,
PHY-2021-014,Physics,Waves,Constructive interference of sound waves occurs,whenever there is an echo.,when two waves arrive at the same point in phase with each other.,when two waves arrive at the same point out of phase with each other.,whenever sound waves are refracted by air layers of different temperatures.,B,C,"Constructive interference occurs when two waves meet in phase, resulting in a wave of greater amplitude.",B,
PHY-2021-019,Physics,Optics,A near-sighted student has a near point of 0.1m and a focal length of 5.0cm. What is the student’s far point?,0.200m,8.000m,0.125m,2.100m,A,B,"Using the lens formula 1/f = 1/v - 1/u, where f = 0.05m and u = -0.1m, 1/0.05 = 1/v - 1/-0.1. Solving for v gives 0.1m, but for a far point calculation in myopia, the lens compensates to infinity.",UNCLEAR,PULL FROM ROTATION - explanation's own computed result does not match any of the 4 options as written.
PHY-2021-020,Physics,Optics,The production of a pure spectrum could easily be achieved using a,triangular prism only.,triangular prism with two concave lenses.,triangular prism with two convex lenses.,glass prism with a pin.,C,D,A pure spectrum requires a collimating lens to make rays parallel and a focusing lens to converge the dispersed rays onto a screen.,C,
PHY-2021-021,Physics,Electromagnetism,The plane of a conducting loop is oriented parallel to the x-y plane. A magnetic field is directed in the z-direction. Which one of the following actions will not change the magnetic flux through the loop?,Decrease the area of the loop.,Increase the strength of the magnetic field.,Rotate the loop about an axis that is directed in the y-direction and that passes through the centre of the loop.,Rotate the loop about an axis that is directed in the z-direction and that passes through the centre of the loop.,D,A,"Rotating the loop about the z-axis (the direction of the magnetic field) does not change the angle between the area vector and the magnetic field, thus flux remains constant.",D,
PHY-2021-023,Physics,Electromagnetism,"A coil of wire with N turns and area A is placed into a magnetic field of magnitude B. The angle of the normal to the plane of the coil is at an angle θ with respect to the magnetic field. According to Faraday's Law, which factors affect the induced EMF?",I only.,I and III only.,I and II only.,"I, II, and III.",D,B,"Induced EMF depends on the rate of change of magnetic flux, which is affected by N, A, B, and the angle θ.",D,
PHY-2021-025,Physics,Electrostatics,The major function of a dielectric in a capacitor is to,increase the capacitance of the capacitor.,increase the charge of the capacitor.,decrease the capacitance of the capacitor.,decrease the charge of the capacitor.,A,B,"A dielectric increases the capacitance by reducing the electric field between the plates, allowing more charge to be stored at a given voltage.",A,
PHY-2021-026,Physics,Electrostatics,"If an ebonite rod is rubbed with fur, the rod and fur will respectively be",positively charged and negatively charged.,negatively charged and positively charged.,positively charged and positively charged.,negatively charged and negatively charged.,B,D,"When ebonite is rubbed with fur, electrons are transferred from the fur to the ebonite rod, making the rod negative and the fur positive.",B,
PHY-2021-034,Physics,Atomic Physics,The ionization energy for a hydrogen atom in ground state is 13.6 eV. A photon of energy 4.53 eV strikes a hydrogen atom in ground state. The hydrogen atom will,not be excited to a higher energy level.,be excited to the first excited state.,be excited to the third excited state.,be ionized.,A,D,"Excitation requires specific energy levels (E_n = -13.6/n^2). The energy required to reach the first excited state (n=2) is 10.2 eV. Since 4.53 eV < 10.2 eV, no excitation occurs.",A,
PHY-2021-035,Physics,Photoelectric Effect,On which of the following parameters does the maximum kinetic energy of photoelectrons depend? (I) The frequency of incident radiation. (II) The intensity of incident radiation. (III) The work function of the metal.,(I) and (III) only.,(I) and (II) only.,(II) and (III) only.,"(I), (II) and (III).",A,B,"According to Einstein's photoelectric equation, K_max = hf - Φ. It depends on frequency (f) and work function (Φ), but not intensity.",A,
PHY-2022-005,Physics,Gravitation,The gravitational force between two objects of masses 10¹⁰ kg and 10¹⁰ kg is 6.67 N. Calculate the distance between them. (G = 6.67 x 10⁻¹¹ Nm²/kg²),1.0 x 10² m,1.0 x 10³ m,1.0 x 10⁴ m,1.0 x 10⁵ m,A,C,F = G(m1m2)/r². 6.67 = (6.67 x 10⁻¹¹ * 10¹⁰ * 10¹⁰) / r². r² = 10⁹ / 6.67... simplified to 100m.,C,
PHY-2022-009,Physics,X-rays,Given the following statements: i. X-rays do not consist of electrically charged particles. ii. X-rays are not deflected in an electric or magnetic field. iii. The wavelength of X-rays is longer than that of visible light. Which of the statements are correct?,i and ii only,i and iii only,i only,iii only,A,C,X-rays are electromagnetic waves (neutral) and have wavelengths much shorter than visible light.,A,
